Date,Voucher Type,Amount
23-Sep-21,Journal,"47,730"
16-Feb-22,Receipt,"89,582"
22-May-21,Journal,"77,346"
21-May-21,Journal,"5,696"
16-Apr-21,Payment,"2,999"
12-Oct-21,Receipt,"74,654"
23-Oct-21,Purchase,"59,607"
29-Sep-21,Journal,"38,944"
17-May-21,Receipt,"6,010"
13-Jul-21,Purchase,"55,867"
13-Dec-21,Sales,"60,208"
17-Jun-21,Sales,"93,755"
24-Feb-22,Payment,"89,554"
25-Dec-21,Journal,"54,189"
21-Jan-22,Purchase,"52,688"
05-Oct-21,Payment,"11,655"
11-Dec-21,Payment,"32,722"
27-Jul-21,Journal,"41,143"
22-Jul-21,Sales,"10,508"
23-Jun-21,Sales,"11,717"
18-Jan-22,Purchase,"41,414"
06-Nov-21,Sales,"22,057"
25-Dec-21,Payment,"44,240"
09-Oct-21,Receipt,"2,177"
18-Sep-21,Sales,"77,078"
25-Mar-22,Sales,"41,495"
10-Nov-21,Purchase,"22,076"
16-Sep-21,Purchase,"60,020"
14-May-21,Purchase,"29,442"
05-Jan-22,Receipt,"71,591"
08-May-21,Sales,"42,982"
14-Feb-22,Payment,"95,934"
14-Feb-22,Sales,"69,299"
20-Dec-21,Purchase,"41,514"
30-Oct-21,Payment,"96,643"
26-Sep-21,Journal,"81,138"
14-Nov-21,Receipt,"8,143"
14-Dec-21,Journal,"16,006"
15-Feb-22,Payment,"99,639"
22-Oct-21,Purchase,"98,013"
13-Apr-21,Purchase,"77,489"
28-May-21,Purchase,"49,951"
10-Apr-21,Payment,"53,970"
28-May-21,Journal,"85,911"
04-Mar-22,Purchase,"89,560"
19-Nov-21,Purchase,"67,487"
12-Feb-22,Journal,"93,870"
27-Feb-22,Journal,"37,419"
14-Nov-21,Journal,"99,025"
13-Apr-21,Payment,"80,754"
27-Mar-22,Purchase,"9,234"
17-Jul-21,Sales,"64,316"
20-Mar-22,Purchase,"56,242"
06-May-21,Receipt,"12,213"
10-Jun-21,Payment,"49,702"
12-Nov-21,Sales,"42,416"
03-May-21,Receipt,"45,457"
16-Dec-21,Sales,"31,791"
24-Feb-22,Purchase,"26,517"
29-Aug-21,Sales,"75,419"
17-May-21,Payment,"36,027"
22-Feb-22,Receipt,"78,453"
21-May-21,Sales,"5,820"
12-Oct-21,Journal,"52,503"
28-Dec-21,Journal,"53,132"
02-Nov-21,Journal,"50,885"
06-Sep-21,Payment,"83,504"
12-Jul-21,Receipt,"23,155"
09-Sep-21,Journal,"74,595"
09-May-21,Journal,"73,381"
23-Jun-21,Receipt,"95,616"
15-Aug-21,Purchase,"83,306"
14-May-21,Receipt,"25,119"
02-Feb-22,Payment,"97,898"
16-Nov-21,Journal,"10,492"
24-Jun-21,Payment,"79,463"
19-May-21,Receipt,"10,561"
11-Oct-21,Sales,"68,620"
09-Jun-21,Payment,"58,187"
19-Aug-21,Receipt,"4,308"
13-Dec-21,Payment,"91,801"
14-Jul-21,Sales,"40,193"
10-Dec-21,Sales,"9,971"
29-Aug-21,Purchase,"22,488"
23-Mar-22,Payment,"35,860"
23-Jan-22,Receipt,"23,602"
05-Aug-21,Receipt,"33,897"
13-Oct-21,Purchase,"41,096"
11-Sep-21,Sales,"67,798"
09-Oct-21,Sales,"83,374"
30-Oct-21,Receipt,"56,283"
26-Jul-21,Sales,"96,167"
29-Jun-21,Receipt,"21,667"
21-Oct-21,Sales,"63,060"
15-Mar-22,Sales,"75,920"
22-Aug-21,Purchase,"84,256"
16-Dec-21,Sales,"32,389"
06-Dec-21,Payment,"43,221"
05-Dec-21,Receipt,"21,518"
23-Sep-21,Purchase,"44,353"
30-Jul-21,Purchase,"36,365"
17-Nov-21,Sales,"20,652"
02-Jul-21,Purchase,"99,762"
09-Nov-21,Receipt,"65,340"
20-Dec-21,Sales,"72,351"
27-Jul-21,Sales,"61,718"
09-Nov-21,Payment,"42,990"
24-Oct-21,Payment,"10,385"
01-Nov-21,Journal,"12,688"
25-Nov-21,Payment,"66,905"
31-Jan-22,Sales,"97,598"
14-Apr-21,Journal,"19,697"
27-Feb-22,Payment,"74,597"
12-Jul-21,Sales,"56,534"
20-Jul-21,Payment,"57,616"
29-Nov-21,Purchase,"13,014"
01-Jul-21,Payment,"82,034"
10-Feb-22,Purchase,"34,556"
23-Jul-21,Purchase,"87,288"
03-Mar-22,Receipt,"96,506"
24-May-21,Receipt,"21,077"
04-Apr-21,Purchase,"51,575"
30-Sep-21,Sales,"92,727"
30-Aug-21,Receipt,"57,126"
24-Dec-21,Payment,"83,732"
28-Sep-21,Receipt,"32,463"
07-Dec-21,Journal,"37,440"
25-Jan-22,Sales,"43,928"
29-Mar-22,Journal,"37,249"
29-Dec-21,Receipt,"91,807"
22-Jun-21,Purchase,"64,422"
26-Dec-21,Purchase,"54,681"
19-Mar-22,Purchase,"20,050"
25-Apr-21,Sales,"6,541"
13-Jan-22,Payment,"23,440"
14-Sep-21,Purchase,"59,119"
19-Aug-21,Purchase,"81,919"
27-Sep-21,Purchase,"40,592"
26-Jun-21,Journal,"62,855"
14-Aug-21,Receipt,"36,672"
12-Nov-21,Payment,"9,721"
05-Sep-21,Receipt,"28,106"
17-May-21,Sales,"5,425"
22-Jul-21,Sales,"53,816"
21-Aug-21,Journal,"49,823"
24-Jan-22,Journal,"66,070"
18-Jan-22,Purchase,"71,890"
22-Apr-21,Payment,"6,871"
28-Feb-22,Payment,"57,836"
30-Sep-21,Receipt,"1,666"
30-Mar-22,Purchase,"8,058"
25-Jul-21,Purchase,"54,530"
19-Mar-22,Payment,"88,736"
28-May-21,Receipt,"59,837"
13-Mar-22,Receipt,"17,441"
11-Oct-21,Payment,"49,139"
27-Oct-21,Sales,"32,106"
20-Oct-21,Payment,"29,148"
05-Feb-22,Receipt,"82,383"
14-Dec-21,Purchase,"38,696"
19-Jan-22,Receipt,"45,137"
30-Dec-21,Purchase,"22,578"
03-Oct-21,Journal,"36,297"
29-Jul-21,Purchase,"40,097"
08-Apr-21,Purchase,"35,542"
09-Jul-21,Journal,"76,180"
11-Feb-22,Receipt,"73,696"
26-Jan-22,Payment,"52,195"
11-Apr-21,Payment,"42,639"
21-Apr-21,Purchase,"97,655"
21-May-21,Journal,"81,162"
11-Apr-21,Payment,"32,429"
26-Oct-21,Sales,"43,836"
08-Apr-21,Journal,"18,701"
05-Aug-21,Purchase,"81,696"
19-Jan-22,Receipt,"59,711"
28-Feb-22,Purchase,"66,639"
15-Apr-21,Sales,"22,641"
08-Jun-21,Sales,"5,497"
29-May-21,Purchase,"10,852"
25-Jan-22,Payment,"50,719"
10-Dec-21,Sales,"82,201"
06-Aug-21,Receipt,"96,022"
29-Apr-21,Receipt,"67,094"
28-May-21,Purchase,"62,345"
31-May-21,Sales,"41,699"
11-Sep-21,Sales,"74,430"
16-Jun-21,Sales,"14,638"
03-Jun-21,Purchase,"73,740"
20-Nov-21,Journal,"82,879"
05-Sep-21,Journal,"41,981"
07-May-21,Sales,"8,626"
12-Nov-21,Sales,"5,670"
01-Jun-21,Payment,"68,058"
06-Feb-22,Payment,"57,029"
23-Nov-21,Payment,"39,579"
04-Oct-21,Purchase,"59,824"
27-Jul-21,Receipt,"4,678"
30-Mar-22,Payment,"48,991"
10-Oct-21,Payment,"11,223"
09-Jun-21,Sales,"46,504"
07-Aug-21,Sales,"48,262"
24-Feb-22,Purchase,"51,235"
28-Apr-21,Sales,"9,283"
20-Oct-21,Journal,"83,861"
23-Sep-21,Sales,"92,887"
27-May-21,Sales,"43,691"
19-Aug-21,Receipt,"95,521"
11-Feb-22,Receipt,"95,214"
22-Jul-21,Receipt,"94,023"
27-Mar-22,Purchase,"33,324"
12-Oct-21,Journal,"88,936"
29-Apr-21,Sales,"40,885"
18-Mar-22,Purchase,"25,496"
24-Aug-21,Receipt,"56,034"
24-Dec-21,Receipt,"58,481"
29-Aug-21,Sales,"62,013"
18-Sep-21,Payment,"16,811"
17-Aug-21,Payment,"80,665"
21-Feb-22,Receipt,"88,641"
08-Apr-21,Purchase,"10,963"
05-Jan-22,Payment,"46,038"
13-Aug-21,Journal,"49,805"
14-Jul-21,Journal,"88,674"
15-Jun-21,Journal,"99,136"
12-Oct-21,Journal,"44,549"
01-Feb-22,Sales,"82,086"
10-Jan-22,Purchase,"14,078"
28-Oct-21,Receipt,"11,105"
19-Aug-21,Journal,"5,405"
08-Apr-21,Sales,"18,099"
10-Mar-22,Receipt,"90,905"
30-Oct-21,Payment,"32,105"
30-Jul-21,Receipt,"81,496"
09-Mar-22,Payment,"27,391"
16-Jun-21,Journal,"79,808"
16-Jan-22,Receipt,"54,450"
27-Dec-21,Purchase,"57,360"
31-May-21,Journal,"37,948"
26-May-21,Purchase,"64,805"
25-Nov-21,Payment,"66,213"
29-Oct-21,Journal,"88,643"
11-Nov-21,Purchase,"4,215"
11-Jan-22,Purchase,"50,206"
19-Feb-22,Sales,"16,959"
23-Nov-21,Receipt,"4,192"
25-Nov-21,Receipt,"85,495"
01-Apr-21,Purchase,"77,799"
25-Feb-22,Payment,"69,604"
04-Jan-22,Purchase,"54,427"
31-Dec-21,Purchase,"94,677"
20-Aug-21,Receipt,"28,571"
07-Aug-21,Sales,"22,468"
18-Jul-21,Journal,"72,538"
05-Jun-21,Receipt,"6,652"
05-Jan-22,Payment,"53,844"
26-Sep-21,Sales,"10,436"
23-Mar-22,Receipt,"10,118"
27-Mar-22,Receipt,"12,317"
20-Feb-22,Sales,"52,025"
03-Feb-22,Receipt,"54,091"
03-Mar-22,Payment,"22,308"
04-Apr-21,Payment,"7,881"
31-Jul-21,Receipt,"15,519"
23-Feb-22,Sales,"54,599"
24-Dec-21,Journal,"25,984"
21-Sep-21,Payment,"28,675"
29-Jul-21,Journal,"19,467"
05-Dec-21,Receipt,"94,904"
22-Jan-22,Purchase,"85,363"
22-Mar-22,Receipt,"82,742"
02-Apr-21,Sales,"16,874"
02-Dec-21,Payment,"28,628"
09-Oct-21,Sales,"48,384"
23-Aug-21,Sales,"20,982"
23-Sep-21,Purchase,"17,288"
14-Nov-21,Purchase,"41,496"
11-Apr-21,Payment,"26,637"
03-Jul-21,Sales,"94,635"
27-Dec-21,Payment,"35,456"
27-Aug-21,Receipt,"53,449"
04-Dec-21,Journal,"93,688"
13-Sep-21,Receipt,"38,752"
18-Dec-21,Sales,"56,255"
22-Apr-21,Receipt,"16,042"
30-Nov-21,Payment,"53,417"
30-Nov-21,Purchase,"50,363"
10-Dec-21,Purchase,"32,490"
29-Aug-21,Payment,"75,797"
06-Feb-22,Payment,"68,436"
12-Feb-22,Journal,"72,179"
06-Mar-22,Journal,"34,465"
15-Sep-21,Sales,"48,435"
23-Jul-21,Purchase,"8,915"
15-Oct-21,Journal,"13,043"
12-Feb-22,Purchase,"9,027"
05-Sep-21,Payment,"65,550"
19-Apr-21,Purchase,"9,574"
30-Mar-22,Purchase,"88,224"
22-Dec-21,Receipt,"65,114"
03-Mar-22,Journal,"31,792"
21-Feb-22,Receipt,"29,413"
04-Dec-21,Journal,"51,244"
28-Jul-21,Purchase,"65,969"
11-Jul-21,Journal,"9,160"
06-Dec-21,Payment,"34,371"
14-Jun-21,Payment,"77,136"
02-Jan-22,Receipt,"12,092"
10-Nov-21,Purchase,"31,339"
17-Jan-22,Payment,"33,000"
15-Apr-21,Purchase,"60,374"
11-Jun-21,Payment,"49,298"
12-Apr-21,Sales,"50,598"
16-Oct-21,Sales,"37,630"
16-Apr-21,Journal,"63,270"
28-Aug-21,Payment,"58,328"
26-Jun-21,Sales,"88,477"
14-Sep-21,Sales,"59,494"
24-Mar-22,Purchase,"72,612"
23-Mar-22,Sales,"42,755"
03-May-21,Sales,"63,644"
15-Aug-21,Receipt,"15,396"
12-Oct-21,Sales,"29,784"
03-Feb-22,Journal,"18,866"
20-Mar-22,Sales,"7,531"
08-May-21,Payment,"10,757"
22-Jun-21,Journal,"91,824"
06-Nov-21,Receipt,"23,261"
09-Sep-21,Payment,"20,837"
10-Oct-21,Purchase,"85,328"
19-Mar-22,Journal,"10,922"
14-Sep-21,Journal,"84,113"
12-Oct-21,Payment,"86,646"
19-Jul-21,Purchase,"50,537"
30-Oct-21,Purchase,"8,729"
31-Dec-21,Journal,"65,104"
30-Nov-21,Sales,"21,381"
28-Jan-22,Journal,"69,708"
10-Jul-21,Payment,"3,663"
09-Feb-22,Receipt,"9,190"
13-Jul-21,Journal,"88,064"
27-Sep-21,Sales,"3,530"
31-Oct-21,Purchase,"61,255"
08-Jul-21,Purchase,"9,037"
24-Sep-21,Sales,"73,234"
15-Jun-21,Sales,"78,330"
16-Jan-22,Receipt,"61,466"
22-Oct-21,Payment,"20,307"
29-Apr-21,Sales,"80,416"
19-Jun-21,Receipt,"19,747"
05-Jan-22,Sales,"50,512"
03-Jul-21,Purchase,"88,443"
22-Aug-21,Journal,"29,435"
15-Jul-21,Journal,"86,714"
20-Dec-21,Receipt,"2,766"
23-Nov-21,Receipt,"37,998"
25-May-21,Payment,"15,456"
03-Sep-21,Payment,"91,291"
09-Apr-21,Sales,"45,374"
02-Feb-22,Purchase,"76,461"
28-Jun-21,Receipt,"18,151"
17-Jun-21,Journal,"78,937"
02-Apr-21,Sales,"55,105"
20-Mar-22,Receipt,"92,268"
24-Jan-22,Purchase,"84,669"
15-Apr-21,Journal,"83,537"
08-Dec-21,Purchase,"51,159"
25-Aug-21,Payment,"77,485"
04-Feb-22,Purchase,"77,478"
27-Aug-21,Purchase,"19,126"
30-Nov-21,Journal,"91,572"
12-Jun-21,Payment,"86,368"
07-Jun-21,Journal,"33,683"
23-Mar-22,Sales,"86,488"
18-Dec-21,Sales,"12,479"
11-Nov-21,Sales,"13,962"
16-May-21,Purchase,"63,260"
30-Mar-22,Journal,"21,678"
10-Aug-21,Payment,"42,496"
23-Nov-21,Sales,"63,837"
16-Apr-21,Purchase,"99,293"
06-Jun-21,Sales,"81,659"
10-Sep-21,Journal,"74,062"
07-Jan-22,Payment,"93,320"
12-Apr-21,Receipt,"43,196"
01-Jan-22,Payment,"25,664"
10-Jan-22,Payment,"30,519"
19-May-21,Purchase,"82,085"
26-Feb-22,Payment,"18,125"
30-Oct-21,Payment,"71,612"
17-Jul-21,Payment,"36,331"
04-Mar-22,Purchase,"95,146"
09-Oct-21,Sales,"39,061"
12-May-21,Sales,"85,650"
06-Sep-21,Purchase,"27,032"
04-Nov-21,Purchase,"84,348"
20-Sep-21,Receipt,"56,785"
11-Mar-22,Payment,"89,598"
17-Oct-21,Payment,"94,644"
11-Aug-21,Purchase,"82,403"
22-Aug-21,Sales,"71,719"
17-Sep-21,Payment,"83,342"
24-Mar-22,Journal,"38,300"
11-Apr-21,Purchase,"44,735"
26-Feb-22,Sales,"61,925"
14-Aug-21,Payment,"44,678"
29-Jan-22,Payment,"73,808"
23-Aug-21,Payment,"7,943"
02-Aug-21,Payment,"61,033"
17-Oct-21,Receipt,"81,672"
04-Jun-21,Journal,"52,863"
12-Jun-21,Receipt,"3,940"
08-Jan-22,Journal,"73,795"
10-Jan-22,Payment,"75,871"
14-Sep-21,Purchase,"21,105"
06-Jan-22,Journal,"35,323"
06-May-21,Journal,"92,726"
16-Nov-21,Purchase,"20,476"
12-Feb-22,Sales,"4,856"
03-Nov-21,Purchase,"64,599"
30-Nov-21,Payment,"17,498"
02-Sep-21,Sales,"41,328"
16-Jan-22,Payment,"44,271"
11-May-21,Purchase,"64,105"
25-Jul-21,Sales,"86,299"
31-Dec-21,Purchase,"64,129"
06-Oct-21,Sales,"60,731"
18-Mar-22,Payment,"32,978"
29-Jan-22,Purchase,"25,164"
27-Nov-21,Journal,"31,779"
17-Feb-22,Journal,"85,741"
11-Feb-22,Sales,"70,220"
23-Jul-21,Journal,"3,459"
05-Mar-22,Journal,"57,296"
13-Mar-22,Sales,"88,802"
17-Jan-22,Receipt,"69,888"
01-Oct-21,Payment,"71,212"
17-Oct-21,Sales,"8,223"
09-Jan-22,Purchase,"34,117"
28-Feb-22,Journal,"86,358"
13-Nov-21,Receipt,"7,344"
22-Oct-21,Receipt,"60,127"
20-Nov-21,Payment,"42,486"
04-Mar-22,Journal,"56,983"
28-Mar-22,Sales,"51,759"
31-Jul-21,Purchase,"61,857"
31-May-21,Purchase,"82,396"
31-May-21,Journal,"45,206"
04-Oct-21,Sales,"89,127"
13-Aug-21,Journal,"97,643"
05-Dec-21,Purchase,"2,783"
22-Dec-21,Sales,"16,631"
10-Jun-21,Receipt,"51,273"
27-Jul-21,Journal,"23,957"
16-Feb-22,Journal,"5,478"
04-May-21,Receipt,"88,040"
21-Jul-21,Sales,"71,723"
25-Jul-21,Purchase,"97,466"
13-Jan-22,Journal,"72,937"
10-Jun-21,Payment,"39,868"
09-Dec-21,Sales,"18,835"
17-Jun-21,Purchase,"50,807"
20-Oct-21,Receipt,"69,633"
12-Oct-21,Purchase,"50,793"
11-Sep-21,Payment,"83,337"
15-Nov-21,Payment,"78,759"
15-Oct-21,Payment,"2,093"
29-Oct-21,Journal,"93,559"
11-Jan-22,Payment,"70,352"
06-Dec-21,Purchase,"17,621"
08-Sep-21,Receipt,"33,848"
31-Dec-21,Sales,"85,206"
27-Sep-21,Receipt,"79,754"
09-Aug-21,Payment,"45,461"
18-Feb-22,Journal,"68,682"
19-Apr-21,Payment,"63,727"
06-Feb-22,Payment,"96,697"
19-Nov-21,Payment,"92,528"
06-Oct-21,Purchase,"16,977"
30-Sep-21,Receipt,"15,812"
20-Dec-21,Payment,"39,564"
25-Mar-22,Purchase,"30,138"
25-Dec-21,Journal,"97,559"
11-Mar-22,Payment,"64,796"
17-Apr-21,Payment,"75,616"
26-Aug-21,Receipt,"83,348"
13-Nov-21,Sales,"46,037"
28-Dec-21,Receipt,"63,519"
29-Jun-21,Sales,"72,226"
09-Feb-22,Journal,"60,557"
23-Nov-21,Journal,"81,268"
06-May-21,Sales,"1,052"
06-Dec-21,Payment,"36,609"
08-Jan-22,Receipt,"21,997"
28-Jun-21,Receipt,"85,592"
27-Jul-21,Journal,"22,446"
18-Mar-22,Sales,"3,017"
27-Apr-21,Payment,"47,288"
04-Mar-22,Receipt,"2,678"
07-Nov-21,Journal,"48,722"
27-May-21,Sales,"97,932"
16-Aug-21,Payment,"50,481"
12-May-21,Sales,"88,307"
18-Nov-21,Payment,"75,641"
26-Aug-21,Purchase,"15,560"
17-Jan-22,Sales,"92,673"
26-Feb-22,Journal,"71,697"
20-Sep-21,Payment,"18,305"
05-Aug-21,Journal,"76,003"
14-Jan-22,Payment,"46,840"
30-Jul-21,Sales,"94,076"
18-Feb-22,Purchase,"29,511"
11-Nov-21,Payment,"4,502"
10-Dec-21,Journal,"31,924"
30-Jan-22,Purchase,"36,570"
19-Oct-21,Sales,"67,420"
14-Aug-21,Journal,"37,924"
17-Nov-21,Sales,"47,471"
24-Jun-21,Receipt,"3,229"
10-Jan-22,Payment,"17,961"
12-May-21,Sales,"41,512"
08-Jan-22,Receipt,"24,820"
17-Jun-21,Receipt,"48,238"
07-Feb-22,Sales,"70,295"
18-Jan-22,Journal,"66,997"
29-Aug-21,Receipt,"36,276"
01-Jan-22,Sales,"14,896"
09-Jan-22,Receipt,"76,650"
15-Aug-21,Journal,"57,684"
30-Dec-21,Journal,"74,479"
04-Nov-21,Purchase,"81,265"
05-Jun-21,Sales,"37,259"
26-Mar-22,Purchase,"42,449"
01-Aug-21,Sales,"41,179"
23-Aug-21,Payment,"4,456"
26-Jul-21,Receipt,"38,781"
13-Sep-21,Sales,"80,315"
04-Aug-21,Sales,"38,876"
26-Jul-21,Sales,"12,767"
10-May-21,Journal,"49,094"
03-Mar-22,Receipt,"61,306"
15-Jul-21,Payment,"14,829"
16-May-21,Receipt,"35,484"
09-Feb-22,Purchase,"3,709"
10-Sep-21,Purchase,"28,121"
07-Jun-21,Payment,"5,105"
31-Aug-21,Journal,"59,515"
01-Aug-21,Sales,"62,981"
12-Jun-21,Receipt,"30,808"
24-Apr-21,Sales,"60,317"
24-Sep-21,Payment,"66,370"
08-Jan-22,Purchase,"45,571"
28-Aug-21,Purchase,"22,677"
23-Apr-21,Payment,"44,295"
23-Dec-21,Journal,"23,792"
08-Apr-21,Purchase,"64,528"
22-Jan-22,Receipt,"24,669"
03-Dec-21,Payment,"17,470"
05-Nov-21,Receipt,"31,601"
14-Dec-21,Receipt,"38,732"
07-Apr-21,Sales,"11,605"
01-Jun-21,Payment,"13,597"
09-Feb-22,Sales,"44,972"
02-Dec-21,Receipt,"50,578"
20-Aug-21,Journal,"24,206"
20-Jul-21,Sales,"91,605"
15-Feb-22,Purchase,"70,017"
20-Oct-21,Sales,"18,858"
11-May-21,Payment,"89,992"
29-Jan-22,Receipt,"26,850"
27-May-21,Journal,"72,671"
02-Oct-21,Journal,"33,999"
30-Jun-21,Journal,"45,153"
10-Sep-21,Sales,"64,911"
19-May-21,Sales,"97,836"
04-Feb-22,Receipt,"95,399"
08-Aug-21,Receipt,"31,220"
14-Oct-21,Sales,"69,504"
05-Jun-21,Journal,"67,180"
13-Nov-21,Payment,"89,026"
22-Apr-21,Sales,"50,789"
10-Apr-21,Journal,"93,885"
28-May-21,Receipt,"42,993"
28-Dec-21,Purchase,"10,469"
06-Feb-22,Sales,"32,185"
06-Nov-21,Payment,"84,826"
04-May-21,Payment,"64,473"
29-May-21,Sales,"16,180"
17-Jan-22,Purchase,"99,027"
13-Apr-21,Purchase,"51,620"
06-Aug-21,Sales,"95,734"
05-Apr-21,Journal,"75,937"
19-Sep-21,Sales,"9,655"
12-Nov-21,Sales,"38,184"
01-Jul-21,Receipt,"14,987"
04-Mar-22,Journal,"65,113"
09-Jul-21,Purchase,"71,433"
30-Sep-21,Sales,"27,520"
15-Sep-21,Receipt,"20,282"
05-Oct-21,Receipt,"54,993"
09-Dec-21,Journal,"7,411"
28-Feb-22,Purchase,"33,051"
29-Jun-21,Journal,"92,411"
13-Nov-21,Payment,"69,046"
10-Apr-21,Receipt,"38,067"
08-Oct-21,Payment,"77,818"
09-Sep-21,Payment,"84,046"
09-Apr-21,Journal,"25,783"
12-Sep-21,Sales,"88,768"
11-Jun-21,Payment,"76,328"
03-Oct-21,Journal,"33,499"
18-Nov-21,Receipt,"50,454"
09-Dec-21,Purchase,"57,726"
28-Jul-21,Receipt,"60,213"
22-Sep-21,Journal,"11,465"
17-Dec-21,Sales,"4,151"
02-May-21,Sales,"34,978"
30-Sep-21,Journal,"23,235"
11-Mar-22,Receipt,"12,272"
31-Jan-22,Receipt,"15,285"
17-Mar-22,Sales,"46,078"
02-Aug-21,Purchase,"74,457"
12-Oct-21,Purchase,"99,917"
14-Oct-21,Receipt,"46,566"
11-May-21,Payment,"70,152"
05-Nov-21,Sales,"14,887"
05-Oct-21,Receipt,"83,850"
10-Feb-22,Payment,"28,883"
19-Jul-21,Purchase,"46,813"
24-Dec-21,Sales,"65,481"
19-Jan-22,Receipt,"88,195"
25-Feb-22,Journal,"45,130"
16-Oct-21,Sales,"12,292"
02-Oct-21,Purchase,"70,630"
22-Dec-21,Journal,"82,757"
24-Aug-21,Payment,"51,683"
07-Jul-21,Sales,"5,690"
13-Dec-21,Receipt,"53,100"
02-Jul-21,Sales,"98,282"
21-May-21,Sales,"85,136"
07-May-21,Receipt,"50,425"
31-Oct-21,Receipt,"38,112"
08-Oct-21,Payment,"25,919"
21-Feb-22,Journal,"76,445"
24-Oct-21,Payment,"78,942"
31-Oct-21,Journal,"41,218"
13-Apr-21,Payment,"4,771"
06-Aug-21,Receipt,"82,268"
28-Dec-21,Sales,"4,005"
03-Aug-21,Purchase,"30,698"
04-Mar-22,Sales,"81,978"
06-Jul-21,Sales,"67,151"
25-Oct-21,Purchase,"35,030"
10-Nov-21,Journal,"1,188"
04-May-21,Receipt,"93,286"
08-Jan-22,Purchase,"53,920"
01-Jan-22,Journal,"62,659"
28-Nov-21,Receipt,"48,861"
22-Mar-22,Sales,"6,117"
16-Oct-21,Payment,"97,324"
25-Oct-21,Sales,"1,794"
27-Sep-21,Receipt,"30,465"
21-Dec-21,Receipt,"20,051"
02-Mar-22,Receipt,"58,797"
29-May-21,Sales,"37,062"
27-Nov-21,Receipt,"18,989"
12-May-21,Payment,"47,993"
15-Aug-21,Sales,"75,337"
23-Apr-21,Journal,"67,876"
01-Dec-21,Purchase,"61,550"
25-Dec-21,Receipt,"69,418"
31-Mar-22,Journal,"83,572"
16-May-21,Receipt,"22,289"
07-May-21,Purchase,"70,426"
09-Jan-22,Purchase,"72,873"
15-Apr-21,Receipt,"80,532"
08-Aug-21,Payment,"54,530"
20-Jan-22,Purchase,"68,567"
16-May-21,Sales,"18,649"
12-Oct-21,Journal,"56,240"
27-Jan-22,Sales,"31,009"
30-Jun-21,Receipt,"72,239"
28-Jul-21,Sales,"39,339"
12-Dec-21,Payment,"63,388"
29-Sep-21,Purchase,"87,883"
16-Feb-22,Sales,"9,889"
29-Jul-21,Payment,"88,655"
23-Jul-21,Payment,"95,956"
02-Dec-21,Journal,"93,633"
19-Feb-22,Purchase,"49,039"
22-Jun-21,Sales,"98,482"
14-Aug-21,Journal,"63,660"
05-Jul-21,Journal,"29,452"
24-Feb-22,Sales,"16,595"
20-Nov-21,Payment,"74,467"
18-Feb-22,Payment,"2,402"
14-Mar-22,Sales,"23,418"
19-Dec-21,Payment,"35,546"
27-Jun-21,Sales,"72,998"
11-Dec-21,Journal,"36,384"
22-Jan-22,Receipt,"26,475"
14-Jun-21,Purchase,"23,453"
16-Apr-21,Receipt,"15,627"
13-May-21,Journal,"37,231"
21-Mar-22,Sales,"88,571"
12-May-21,Receipt,"66,039"
11-Sep-21,Receipt,"16,816"
25-Jan-22,Sales,"67,659"
06-Jul-21,Journal,"82,832"
09-Mar-22,Receipt,"64,179"
06-Oct-21,Sales,"41,595"
14-Sep-21,Purchase,"9,981"
28-Aug-21,Purchase,"58,666"
06-May-21,Sales,"56,590"
08-Jun-21,Sales,"32,444"
21-Jul-21,Purchase,"42,320"
26-Mar-22,Receipt,"63,299"
22-Apr-21,Receipt,"6,846"
12-Jun-21,Sales,"82,871"
07-Dec-21,Sales,"92,896"
27-Oct-21,Sales,"63,034"
30-Mar-22,Purchase,"18,530"
25-Oct-21,Purchase,"9,982"
10-Apr-21,Sales,"89,353"
12-Feb-22,Receipt,"72,245"
02-May-21,Receipt,"39,389"
11-Dec-21,Journal,"92,571"
22-Sep-21,Receipt,"43,034"
21-Jan-22,Journal,"24,040"
05-Mar-22,Journal,"62,568"
22-Aug-21,Receipt,"44,909"
17-Oct-21,Journal,"79,636"
24-Sep-21,Receipt,"62,554"
16-Sep-21,Receipt,"92,125"
10-Jun-21,Sales,"44,474"
24-May-21,Payment,"58,381"
10-Aug-21,Payment,"38,737"
25-Sep-21,Receipt,"46,891"
16-Dec-21,Purchase,"6,531"
15-Oct-21,Journal,"29,243"
16-Oct-21,Journal,"53,697"
16-Jun-21,Receipt,"66,762"
25-Nov-21,Receipt,"52,345"
13-Jun-21,Purchase,"4,096"
10-Aug-21,Sales,"86,847"
04-Sep-21,Purchase,"67,339"
06-Sep-21,Receipt,"8,913"
29-Jun-21,Sales,"76,216"
01-May-21,Sales,"62,736"
30-Apr-21,Receipt,"50,838"
28-Nov-21,Receipt,"68,165"
06-Sep-21,Payment,"61,463"
13-Jul-21,Journal,"74,712"
02-Apr-21,Receipt,"77,865"
19-Aug-21,Purchase,"58,704"
16-Aug-21,Journal,"27,111"
26-Apr-21,Sales,"48,400"
27-Oct-21,Receipt,"73,091"
02-Jun-21,Purchase,"52,097"
14-Oct-21,Sales,"46,799"
03-May-21,Sales,"26,383"
20-Sep-21,Purchase,"84,568"
26-Nov-21,Purchase,"67,126"
09-Jun-21,Journal,"75,709"
26-Jun-21,Sales,"91,218"
01-May-21,Purchase,"11,530"
03-Jan-22,Receipt,"28,040"
